tweet-id	timestamp	url	likes	replies	retweets
694366152823173120	2016-02-02 03:46:06	/Rubygantenx/status/694366152823173120	0	0	0
693990217137688576	2016-02-01 02:52:16	/Toeloes10/status/693990217137688576	0	0	0
693817689001725952	2016-01-31 15:26:42	/sindikat_jkt/status/693817689001725952	0	1	1
693321652751486976	2016-01-30 06:35:37	/Edoy274/status/693321652751486976	0	0	0
692873609153384449	2016-01-29 00:55:16	/iluinati/status/692873609153384449	1	0	0
689305948871995392	2016-01-19 04:38:39	/Buyungkiu/status/689305948871995392	0	1	1
688593084603469825	2016-01-17 05:25:59	/Onee_Jro/status/688593084603469825	0	0	0
686163464692207617	2016-01-10 12:31:32	/enbbadj/status/686163464692207617	0	0	0
686116820844056576	2016-01-10 09:26:12	/dodiksumaryadi/status/686116820844056576	0	0	0
685825752940417026	2016-01-09 14:09:36	/dodiksumaryadi/status/685825752940417026	0	1	2
682923105098936320	2016-01-01 13:55:31	/Franzescoxavier/status/682923105098936320	0	0	0
677550156699537409	2015-12-17 18:05:20	/papanirwana/status/677550156699537409	0	0	0
677463028711882752	2015-12-17 12:19:07	/King_Noe/status/677463028711882752	0	0	0
674078487062298624	2015-12-08 04:10:09	/5758_ahmad/status/674078487062298624	0	0	0
666985055630336002	2015-11-18 14:23:23	/saudinaso47/status/666985055630336002	0	0	0
664750289216385028	2015-11-12 10:23:14	/Bianisme/status/664750289216385028	0	0	0
664155772905852929	2015-11-10 19:00:50	/adioranan/status/664155772905852929	0	0	0
664067057042898944	2015-11-10 13:08:18	/BaLbahenol/status/664067057042898944	0	0	0
663254901485535232	2015-11-08 07:21:05	/SpetzBack/status/663254901485535232	1	0	0
662300019546980352	2015-11-05 16:06:44	/koruptor_bunuh/status/662300019546980352	0	0	0
694366152823173120	2016-02-02 03:46:06	/Rubygantenx/status/694366152823173120	0	0	0
693990217137688576	2016-02-01 02:52:16	/Toeloes10/status/693990217137688576	0	0	0
693817689001725952	2016-01-31 15:26:42	/sindikat_jkt/status/693817689001725952	0	1	1
693321652751486976	2016-01-30 06:35:37	/Edoy274/status/693321652751486976	0	0	0
692873609153384449	2016-01-29 00:55:16	/iluinati/status/692873609153384449	1	0	0
689305948871995392	2016-01-19 04:38:39	/Buyungkiu/status/689305948871995392	0	1	1
688593084603469825	2016-01-17 05:25:59	/Onee_Jro/status/688593084603469825	0	0	0
686163464692207617	2016-01-10 12:31:32	/enbbadj/status/686163464692207617	0	0	0
686116820844056576	2016-01-10 09:26:12	/dodiksumaryadi/status/686116820844056576	0	0	0
