tweet-id	timestamp	url	likes	replies	retweets
27308656089	2010-10-14 03:53:12	/budimandjatmiko/status/27308656089	0	0	0
26149928485	2010-10-02 05:29:53	/budimandjatmiko/status/26149928485	0	0	1
25776019589	2010-09-28 11:34:08	/budimandjatmiko/status/25776019589	0	0	1
25775986444	2010-09-28 11:33:33	/budimandjatmiko/status/25775986444	0	0	0
25774057025	2010-09-28 10:59:56	/budimandjatmiko/status/25774057025	0	0	0
24677883710	2010-09-16 16:21:17	/budimandjatmiko/status/24677883710	0	0	0
24677798985	2010-09-16 16:20:13	/budimandjatmiko/status/24677798985	1	0	0
24673338801	2010-09-16 15:26:21	/budimandjatmiko/status/24673338801	1	0	1
23157595045	2010-09-06 16:11:13	/budimandjatmiko/status/23157595045	0	0	0
22631398844	2010-08-31 16:35:18	/budimandjatmiko/status/22631398844	0	0	0
22320621084	2010-08-28 02:52:15	/budimandjatmiko/status/22320621084	0	0	0
27308656089	2010-10-14 03:53:12	/budimandjatmiko/status/27308656089	0	0	0
26149928485	2010-10-02 05:29:53	/budimandjatmiko/status/26149928485	0	0	1
25776019589	2010-09-28 11:34:08	/budimandjatmiko/status/25776019589	0	0	1
25775986444	2010-09-28 11:33:33	/budimandjatmiko/status/25775986444	0	0	0
25774057025	2010-09-28 10:59:56	/budimandjatmiko/status/25774057025	0	0	0
24677883710	2010-09-16 16:21:17	/budimandjatmiko/status/24677883710	0	0	0
24677798985	2010-09-16 16:20:13	/budimandjatmiko/status/24677798985	1	0	0
24673338801	2010-09-16 15:26:21	/budimandjatmiko/status/24673338801	1	0	1
23157595045	2010-09-06 16:11:13	/budimandjatmiko/status/23157595045	0	0	0
22631398844	2010-08-31 16:35:18	/budimandjatmiko/status/22631398844	0	0	0
22320621084	2010-08-28 02:52:15	/budimandjatmiko/status/22320621084	0	0	0
170437062514851841	2012-02-17 09:18:56	/budimandjatmiko/status/170437062514851841	1	0	2
169106657308180480	2012-02-13 17:12:23	/budimandjatmiko/status/169106657308180480	0	0	0
169102824242806784	2012-02-13 16:57:09	/budimandjatmiko/status/169102824242806784	0	1	0
169096135774969857	2012-02-13 16:30:35	/budimandjatmiko/status/169096135774969857	0	0	0
169095211329392641	2012-02-13 16:26:54	/budimandjatmiko/status/169095211329392641	0	9	5
169094167451017216	2012-02-13 16:22:45	/budimandjatmiko/status/169094167451017216	0	10	17
169076580084228097	2012-02-13 15:12:52	/budimandjatmiko/status/169076580084228097	0	2	3
169072463366459392	2012-02-13 14:56:31	/budimandjatmiko/status/169072463366459392	1	4	0
168700943855128578	2012-02-12 14:20:13	/budimandjatmiko/status/168700943855128578	0	1	0
168696472907423744	2012-02-12 14:02:28	/budimandjatmiko/status/168696472907423744	1	3	4
161385732391440384	2012-01-23 09:52:11	/budimandjatmiko/status/161385732391440384	0	1	0
161382768662691840	2012-01-23 09:40:25	/budimandjatmiko/status/161382768662691840	0	0	0
150884240752525312	2011-12-25 10:23:00	/budimandjatmiko/status/150884240752525312	0	0	0
147173534966366208	2011-12-15 04:37:59	/budimandjatmiko/status/147173534966366208	0	2	0
147001281049935873	2011-12-14 17:13:31	/budimandjatmiko/status/147001281049935873	0	1	1
137715973066194944	2011-11-19 02:17:01	/budimandjatmiko/status/137715973066194944	1	1	1
137052514020360193	2011-11-17 06:20:40	/budimandjatmiko/status/137052514020360193	0	3	2
137006305897496576	2011-11-17 03:17:03	/budimandjatmiko/status/137006305897496576	0	0	3
137003483168649216	2011-11-17 03:05:50	/budimandjatmiko/status/137003483168649216	0	0	2
137002144535556096	2011-11-17 03:00:31	/budimandjatmiko/status/137002144535556096	0	2	3
170437062514851841	2012-02-17 09:18:56	/budimandjatmiko/status/170437062514851841	1	0	2
169106657308180480	2012-02-13 17:12:23	/budimandjatmiko/status/169106657308180480	0	0	0
169102824242806784	2012-02-13 16:57:09	/budimandjatmiko/status/169102824242806784	0	1	0
169096135774969857	2012-02-13 16:30:35	/budimandjatmiko/status/169096135774969857	0	0	0
169095211329392641	2012-02-13 16:26:54	/budimandjatmiko/status/169095211329392641	0	9	5
169094167451017216	2012-02-13 16:22:45	/budimandjatmiko/status/169094167451017216	0	10	17
169076580084228097	2012-02-13 15:12:52	/budimandjatmiko/status/169076580084228097	0	2	3
169072463366459392	2012-02-13 14:56:31	/budimandjatmiko/status/169072463366459392	1	4	0
168700943855128578	2012-02-12 14:20:13	/budimandjatmiko/status/168700943855128578	0	1	0
168696472907423744	2012-02-12 14:02:28	/budimandjatmiko/status/168696472907423744	1	3	4
161385732391440384	2012-01-23 09:52:11	/budimandjatmiko/status/161385732391440384	0	1	0
161382768662691840	2012-01-23 09:40:25	/budimandjatmiko/status/161382768662691840	0	0	0
150884240752525312	2011-12-25 10:23:00	/budimandjatmiko/status/150884240752525312	0	0	0
147173534966366208	2011-12-15 04:37:59	/budimandjatmiko/status/147173534966366208	0	2	0
147001281049935873	2011-12-14 17:13:31	/budimandjatmiko/status/147001281049935873	0	1	1
137715973066194944	2011-11-19 02:17:01	/budimandjatmiko/status/137715973066194944	1	1	1
137052514020360193	2011-11-17 06:20:40	/budimandjatmiko/status/137052514020360193	0	3	2
137006305897496576	2011-11-17 03:17:03	/budimandjatmiko/status/137006305897496576	0	0	3
137003483168649216	2011-11-17 03:05:50	/budimandjatmiko/status/137003483168649216	0	0	2
137002144535556096	2011-11-17 03:00:31	/budimandjatmiko/status/137002144535556096	0	2	3
136969420131151872	2011-11-17 00:50:29	/budimandjatmiko/status/136969420131151872	0	1	1
127675460367818752	2011-10-22 09:19:36	/budimandjatmiko/status/127675460367818752	0	0	0
126643801560317952	2011-10-19 13:00:09	/budimandjatmiko/status/126643801560317952	0	2	0
108151921013047297	2011-08-29 12:20:01	/budimandjatmiko/status/108151921013047297	0	6	7
103262059977904128	2011-08-16 00:29:28	/budimandjatmiko/status/103262059977904128	2	1	6
99883179485315073	2011-08-06 16:43:00	/budimandjatmiko/status/99883179485315073	1	1	0
93522218155376641	2011-07-20 03:26:49	/budimandjatmiko/status/93522218155376641	0	1	0
86325905189912576	2011-06-30 06:51:14	/budimandjatmiko/status/86325905189912576	0	1	0
433792381289132032	2014-02-13 02:38:57	/budimandjatmiko/status/433792381289132032	0	5	0
432478478793859072	2014-02-09 11:37:59	/budimandjatmiko/status/432478478793859072	2	2	2
421556989945073664	2014-01-10 08:19:53	/budimandjatmiko/status/421556989945073664	0	0	0
419828500162281472	2014-01-05 13:51:29	/budimandjatmiko/status/419828500162281472	1	4	3
419822936418041856	2014-01-05 13:29:22	/budimandjatmiko/status/419822936418041856	1	2	4
419819926891659265	2014-01-05 13:17:25	/budimandjatmiko/status/419819926891659265	8	9	18
419815437908467712	2014-01-05 12:59:34	/budimandjatmiko/status/419815437908467712	2	3	8
417117770497540096	2013-12-29 02:20:00	/budimandjatmiko/status/417117770497540096	1	4	6
416990543260827648	2013-12-28 17:54:27	/budimandjatmiko/status/416990543260827648	3	7	11
410405547653857280	2013-12-10 13:48:02	/budimandjatmiko/status/410405547653857280	0	3	4
410368689720918016	2013-12-10 11:21:34	/budimandjatmiko/status/410368689720918016	0	1	1
410292604043939840	2013-12-10 06:19:14	/budimandjatmiko/status/410292604043939840	0	0	2
410282807630381056	2013-12-10 05:40:18	/budimandjatmiko/status/410282807630381056	0	1	1
405995887291162624	2013-11-28 09:45:37	/budimandjatmiko/status/405995887291162624	1	3	1
394498900041535488	2013-10-27 16:20:41	/budimandjatmiko/status/394498900041535488	0	1	0
384183975935107072	2013-09-29 05:12:52	/budimandjatmiko/status/384183975935107072	0	4	0
381436561302118400	2013-09-21 15:15:37	/budimandjatmiko/status/381436561302118400	0	3	3
379864774160306177	2013-09-17 07:09:54	/budimandjatmiko/status/379864774160306177	1	0	1
379847454130053120	2013-09-17 06:01:04	/budimandjatmiko/status/379847454130053120	0	0	1
378162465789317123	2013-09-12 14:25:32	/budimandjatmiko/status/378162465789317123	0	2	0
433792381289132032	2014-02-13 02:38:57	/budimandjatmiko/status/433792381289132032	0	5	0
432478478793859072	2014-02-09 11:37:59	/budimandjatmiko/status/432478478793859072	2	2	2
421556989945073664	2014-01-10 08:19:53	/budimandjatmiko/status/421556989945073664	0	0	0
419828500162281472	2014-01-05 13:51:29	/budimandjatmiko/status/419828500162281472	1	4	3
419822936418041856	2014-01-05 13:29:22	/budimandjatmiko/status/419822936418041856	1	2	4
419819926891659265	2014-01-05 13:17:25	/budimandjatmiko/status/419819926891659265	8	9	18
419815437908467712	2014-01-05 12:59:34	/budimandjatmiko/status/419815437908467712	2	3	8
417117770497540096	2013-12-29 02:20:00	/budimandjatmiko/status/417117770497540096	1	4	6
416990543260827648	2013-12-28 17:54:27	/budimandjatmiko/status/416990543260827648	3	7	11
410405547653857280	2013-12-10 13:48:02	/budimandjatmiko/status/410405547653857280	0	3	4
