tweet-id	timestamp	url	likes	replies	retweets
871705461308899328	2017-06-05 12:29:12	/Adam_STOP_IT/status/871705461308899328	0	0	0
864413397634371584	2017-05-16 09:33:08	/komangeka_d/status/864413397634371584	0	0	1
859397840132382721	2017-05-02 13:23:06	/anakmudamagetan/status/859397840132382721	0	0	0
850685559185879041	2017-04-08 12:23:36	/rizarif79/status/850685559185879041	0	0	0
845275018892210179	2017-03-24 14:04:03	/Adam_STOP_IT/status/845275018892210179	0	0	0
841208883251040256	2017-03-13 08:46:41	/trisetyarso/status/841208883251040256	0	0	0
841090589110161408	2017-03-13 00:56:37	/exphep/status/841090589110161408	1	1	0
840976563151687680	2017-03-12 17:23:31	/sajakperantau/status/840976563151687680	0	0	0
825705032083386370	2017-01-29 13:59:55	/AjaqkuLapu/status/825705032083386370	0	0	1
824587886838239233	2017-01-26 12:00:46	/frazwik/status/824587886838239233	0	0	0
789646925079285761	2016-10-22 01:57:52	/Mammuraa/status/789646925079285761	1	0	0
789053296610717696	2016-10-20 10:39:00	/4SinCong/status/789053296610717696	0	0	0
871705461308899328	2017-06-05 12:29:12	/Adam_STOP_IT/status/871705461308899328	0	0	0
864413397634371584	2017-05-16 09:33:08	/komangeka_d/status/864413397634371584	0	0	1
859397840132382721	2017-05-02 13:23:06	/anakmudamagetan/status/859397840132382721	0	0	0
850685559185879041	2017-04-08 12:23:36	/rizarif79/status/850685559185879041	0	0	0
845275018892210179	2017-03-24 14:04:03	/Adam_STOP_IT/status/845275018892210179	0	0	0
841208883251040256	2017-03-13 08:46:41	/trisetyarso/status/841208883251040256	0	0	0
841090589110161408	2017-03-13 00:56:37	/exphep/status/841090589110161408	1	1	0
840976563151687680	2017-03-12 17:23:31	/sajakperantau/status/840976563151687680	0	0	0
825705032083386370	2017-01-29 13:59:55	/AjaqkuLapu/status/825705032083386370	0	0	1
824587886838239233	2017-01-26 12:00:46	/frazwik/status/824587886838239233	0	0	0
789646925079285761	2016-10-22 01:57:52	/Mammuraa/status/789646925079285761	1	0	0
789053296610717696	2016-10-20 10:39:00	/4SinCong/status/789053296610717696	0	0	0
247891508739592192	2012-09-18 02:55:15	/kiki_zulkifli/status/247891508739592192	0	0	0
247150325226692609	2012-09-16 01:50:04	/penerbitnuansa/status/247150325226692609	0	0	0
238339688824459264	2012-08-22 18:19:44	/djatitoejoeh/status/238339688824459264	0	0	0
234887926843047937	2012-08-13 05:43:40	/quicchote/status/234887926843047937	0	0	1
224013311614791680	2012-07-14 05:31:50	/quicchote/status/224013311614791680	0	1	0
208827522459246592	2012-06-02 07:48:55	/iwan_nurdin/status/208827522459246592	0	0	0
200393376523235330	2012-05-10 01:14:38	/yusfini/status/200393376523235330	0	0	0
199463561385357312	2012-05-07 11:39:53	/repsy/status/199463561385357312	0	0	0
187174163415433217	2012-04-03 13:46:12	/amflife/status/187174163415433217	0	0	0
183787242853105665	2012-03-25 05:27:47	/idetopia/status/183787242853105665	0	0	0
183204924027453441	2012-03-23 14:53:52	/wisnuops/status/183204924027453441	0	0	0
183203734778679298	2012-03-23 14:49:08	/wisnuops/status/183203734778679298	0	0	0
247891508739592192	2012-09-18 02:55:15	/kiki_zulkifli/status/247891508739592192	0	0	0
247150325226692609	2012-09-16 01:50:04	/penerbitnuansa/status/247150325226692609	0	0	0
238339688824459264	2012-08-22 18:19:44	/djatitoejoeh/status/238339688824459264	0	0	0
234887926843047937	2012-08-13 05:43:40	/quicchote/status/234887926843047937	0	0	1
224013311614791680	2012-07-14 05:31:50	/quicchote/status/224013311614791680	0	1	0
208827522459246592	2012-06-02 07:48:55	/iwan_nurdin/status/208827522459246592	0	0	0
200393376523235330	2012-05-10 01:14:38	/yusfini/status/200393376523235330	0	0	0
199463561385357312	2012-05-07 11:39:53	/repsy/status/199463561385357312	0	0	0
187174163415433217	2012-04-03 13:46:12	/amflife/status/187174163415433217	0	0	0
183787242853105665	2012-03-25 05:27:47	/idetopia/status/183787242853105665	0	0	0
183204924027453441	2012-03-23 14:53:52	/wisnuops/status/183204924027453441	0	0	0
183203734778679298	2012-03-23 14:49:08	/wisnuops/status/183203734778679298	0	0	0
522652478844571649	2014-10-16 07:37:16	/mondo_raja/status/522652478844571649	0	0	0
