tweet-id	timestamp	url	likes	replies	retweets
29296068614	2010-10-31 17:31:38	/agusafifuddin/status/29296068614	0	0	0
29294608440	2010-10-31 17:11:19	/hadifianwidjaja/status/29294608440	0	0	0
29077523863	2010-10-29 11:18:43	/ibnuatokilyas/status/29077523863	0	0	0
28974340832	2010-10-28 09:58:33	/nurlatipah/status/28974340832	0	0	0
28973905391	2010-10-28 09:50:09	/firrywahid/status/28973905391	0	0	1
28937976819	2010-10-27 23:59:13	/ma6ma/status/28937976819	0	0	0
28565736134	2010-10-24 04:41:00	/madebaskara/status/28565736134	0	0	0
28476918714	2010-10-23 06:09:30	/dwipanggah/status/28476918714	0	0	0
27738855525	2010-10-18 14:22:17	/dendie_/status/27738855525	0	0	0
27711398262	2010-10-18 06:45:08	/enda_LA/status/27711398262	0	0	0
27709483761	2010-10-18 06:01:56	/enda_LA/status/27709483761	0	0	0
27709030889	2010-10-18 05:52:04	/IbnuAnnas/status/27709030889	0	0	0
27708901729	2010-10-18 05:49:20	/IbnuAnnas/status/27708901729	0	0	0
27695723752	2010-10-18 02:16:45	/gusrizals/status/27695723752	0	0	0
27386745087	2010-10-14 23:27:19	/stipmanroe/status/27386745087	0	0	0
27348442927	2010-10-14 14:58:10	/gwk555/status/27348442927	0	0	0
26907112969	2010-10-10 04:26:15	/Agus_Finardi/status/26907112969	0	0	0
26432830897	2010-10-05 06:01:14	/sossisagaya/status/26432830897	0	0	0
26347385580	2010-10-04 09:35:24	/tsuryatama/status/26347385580	0	0	1
25952908988	2010-09-30 05:18:45	/bysoep/status/25952908988	0	0	0
29296068614	2010-10-31 17:31:38	/agusafifuddin/status/29296068614	0	0	0
29294608440	2010-10-31 17:11:19	/hadifianwidjaja/status/29294608440	0	0	0
29077523863	2010-10-29 11:18:43	/ibnuatokilyas/status/29077523863	0	0	0
28974340832	2010-10-28 09:58:33	/nurlatipah/status/28974340832	0	0	0
28973905391	2010-10-28 09:50:09	/firrywahid/status/28973905391	0	0	1
28937976819	2010-10-27 23:59:13	/ma6ma/status/28937976819	0	0	0
28565736134	2010-10-24 04:41:00	/madebaskara/status/28565736134	0	0	0
28476918714	2010-10-23 06:09:30	/dwipanggah/status/28476918714	0	0	0
27738855525	2010-10-18 14:22:17	/dendie_/status/27738855525	0	0	0
27711398262	2010-10-18 06:45:08	/enda_LA/status/27711398262	0	0	0
27709483761	2010-10-18 06:01:56	/enda_LA/status/27709483761	0	0	0
27709030889	2010-10-18 05:52:04	/IbnuAnnas/status/27709030889	0	0	0
27708901729	2010-10-18 05:49:20	/IbnuAnnas/status/27708901729	0	0	0
27695723752	2010-10-18 02:16:45	/gusrizals/status/27695723752	0	0	0
27386745087	2010-10-14 23:27:19	/stipmanroe/status/27386745087	0	0	0
27348442927	2010-10-14 14:58:10	/gwk555/status/27348442927	0	0	0
26907112969	2010-10-10 04:26:15	/Agus_Finardi/status/26907112969	0	0	0
26432830897	2010-10-05 06:01:14	/sossisagaya/status/26432830897	0	0	0
26347385580	2010-10-04 09:35:24	/tsuryatama/status/26347385580	0	0	1
25952908988	2010-09-30 05:18:45	/bysoep/status/25952908988	0	0	0
25952389508	2010-09-30 05:08:44	/DJamien/status/25952389508	0	0	0
25870926859	2010-09-29 10:31:43	/djokos/status/25870926859	0	0	0
